1000 222111
1 1000
1 333 8
1 334 50
1 335 74
1 336 59
1 337 31
1 338 73
1 339 45
1 340 79
1 341 24
1 342 10
1 343 41
1 344 66
1 345 93
1 346 43
1 347 88
1 348 4
1 349 28
1 350 30
1 351 41
1 352 13
1 353 4
1 354 70
1 355 10
1 356 58
1 357 61
1 358 34
1 359 100
1 360 79
1 361 17
1 362 36
1 363 98
1 364 27
1 365 13
1 366 68
1 367 11
1 368 34
1 369 80
1 370 50
1 371 80
1 372 22
1 373 68
1 374 73
1 375 94
1 376 37
1 377 86
1 378 46
1 379 29
1 380 92
1 381 95
1 382 58
1 383 2
1 384 54
1 385 9
1 386 45
1 387 69
1 388 91
1 389 25
1 390 97
1 391 31
1 392 4
1 393 23
1 394 67
1 395 50
1 396 25
1 397 2
1 398 54
1 399 78
1 400 9
1 401 29
1 402 34
1 403 99
1 404 82
1 405 36
1 406 14
1 407 66
1 408 15
1 409 64
1 410 37
1 411 26
1 412 70
1 413 16
1 414 95
1 415 30
1 416 2
1 417 18
1 418 96
1 419 6
1 420 5
1 421 52
1 422 99
1 423 89
1 424 24
1 425 6
1 426 83
1 427 53
1 428 67
1 429 17
1 430 38
1 431 39
1 432 45
1 433 2
1 434 98
1 435 72
1 436 29
1 437 38
1 438 59
1 439 78
1 440 98
1 441 95
1 442 5
1 443 10
1 444 32
1 445 46
1 446 76
1 447 36
1 448 99
1 449 43
1 450 100
1 451 69
1 452 13
1 453 61
1 454 58
1 455 95
1 456 9
1 457 96
1 458 69
1 459 14
1 460 31
1 461 7
1 462 63
1 463 43
1 464 66
1 465 83
1 466 53
1 467 68
1 468 22
1 469 96
1 470 13
1 471 72
1 472 2
1 473 91
1 474 32
1 475 39
1 476 58
1 477 17
1 478 91
1 479 41
1 480 80
1 481 36
1 482 7
1 483 73
1 484 99
1 485 96
1 486 20
1 487 55
1 488 24
1 489 90
1 490 61
1 491 6
1 492 27
1 493 24
1 494 7
1 495 14
1 496 71
1 497 39
1 498 95
1 499 21
1 500 45
1 501 67
1 502 35
1 503 27
1 504 95
1 505 64
1 506 39
1 507 45
1 508 91
1 509 51
1 510 60
1 511 24
1 512 48
1 513 86
1 514 18
1 515 73
1 516 40
1 517 48
1 518 86
1 519 97
1 520 86
1 521 24
1 522 21
1 523 45
1 524 69
1 525 36
1 526 16
1 527 26
1 528 35
1 529 43
1 530 12
1 531 80
1 532 53
1 533 45
1 534 96
1 535 19
1 536 97
1 537 93
1 538 16
1 539 92
1 540 34
1 541 70
1 542 98
1 543 54
1 544 48
1 545 26
1 546 11
1 547 63
1 548 12
1 549 9
1 550 78
1 551 62
1 552 26
1 553 36
1 554 69
1 555 96
1 556 77
1 557 68
1 558 40
1 559 75
1 560 32
1 561 57
1 562 2
1 563 73
1 564 61
1 565 95
1 566 85
1 567 56
1 568 90
1 569 8
1 570 16
1 571 94
1 572 70
1 573 81
1 574 56
1 575 56
1 576 7
1 577 64
1 578 3
1 579 77
1 580 9
1 581 50
1 582 32
1 583 45
1 584 39
1 585 9
1 586 98
