1000 9891
1 2
1 29 8
1 111 50
1 113 74
1 202 59
1 240 31
1 297 73
1 320 45
1 354 79
1 435 24
1 442 10
1 619 41
1 621 66
1 674 93
1 692 43
1 705 88
1 742 4
1 913 28
1 964 30
2 32 41
2 63 13
2 97 4
2 111 70
2 149 10
2 152 58
2 224 61
2 276 34
2 427 100
2 448 79
2 519 17
2 536 36
2 558 98
2 569 27
2 579 13
2 631 68
2 641 11
2 748 34
2 792 80
2 914 50
3 30 80
3 38 22
3 45 68
3 175 73
3 253 94
3 271 37
3 283 86
3 391 46
3 448 29
3 493 92
3 516 95
3 615 58
3 732 2
3 814 54
3 923 9
3 936 45
3 937 69
4 59 91
4 83 25
4 92 97
4 136 31
4 200 4
4 242 23
4 245 67
4 333 50
4 342 25
4 406 2
4 428 54
4 533 78
4 547 9
4 554 29
4 567 34
4 620 99
4 710 82
4 828 36
4 919 14
4 922 66
4 951 15
5 7 64
5 17 37
5 51 26
5 67 70
5 77 16
5 106 95
5 289 30
5 429 2
5 455 18
5 522 96
5 552 6
5 615 5
5 621 52
5 622 99
5 628 89
5 681 24
5 706 6
5 735 83
5 742 53
5 775 67
5 790 17
5 806 38
5 928 39
5 939 45
6 15 2
6 60 98
6 97 72
6 121 29
6 428 38
6 503 59
6 526 78
6 571 98
6 578 95
6 584 5
6 591 10
6 601 32
6 648 46
6 681 76
6 722 36
6 924 99
6 969 43
7 81 100
7 95 69
7 129 13
7 248 61
7 442 58
7 458 95
7 502 9
7 505 96
7 521 69
7 577 14
7 592 31
7 608 7
7 751 63
7 754 43
7 912 66
7 929 83
7 951 53
8 13 68
8 35 22
8 36 96
8 101 13
8 114 72
8 228 2
8 262 91
8 272 32
8 273 39
8 331 58
8 361 17
8 469 91
8 489 41
8 569 80
8 640 36
8 771 7
8 796 73
8 832 99
8 847 96
8 912 20
8 936 55
8 940 24
8 964 90
8 976 61
8 985 6
8 988 27
9 96 24
9 124 7
9 152 14
9 193 71
9 217 39
9 265 95
9 325 21
9 333 45
9 339 67
9 391 35
9 475 27
9 515 95
9 521 64
9 620 39
9 625 45
9 643 91
9 671 51
9 674 60
9 675 24
9 769 48
9 839 86
9 893 18
9 899 73
9 921 40
9 944 48
10 99 86
10 339 97
10 384 86
10 424 24
10 439 21
10 649 45
10 696 69
10 700 36
10 704 16
10 748 26
10 952 35
11 48 43
11 55 12
11 58 80
11 175 53
11 250 45
11 318 96
11 330 19
11 397 97
11 459 93
11 547 16
11 590 92
11 785 34
11 808 70
11 904 98
12 83 54
12 162 48
12 174 26
12 222 11
12 267 63
12 349 12
12 434 9
12 493 78
12 610 62
12 652 26
12 728 36
12 861 69
12 904 96
12 920 77
12 922 68
12 941 40
12 948 75
13 153 32
13 238 57
13 307 2
13 313 73
13 354 61
13 371 95
13 388 85
13 435 56
13 536 90
13 550 8
13 577 16
13 694 94
13 730 70
13 756 81
13 801 56
13 831 56
13 852 7
13 866 64
13 890 3
13 927 77
13 999 9
14 111 50
14 125 32
14 141 45
14 189 39
14 236 9
14 255 98
14 285 52
14 301 50
14 460 4
14 494 32
14 500 32
14 556 15
14 710 20
14 800 76
14 809 10
14 829 81
14 848 30
14 912 24
14 947 55
14 962 61
15 53 38
15 114 46
15 126 18
15 170 26
15 186 1
15 198 57
15 303 65
15 398 98
15 514 49
15 522 5
15 564 51
15 744 51
15 769 77
15 771 13
15 826 55
15 947 98
15 967 5
16 25 82
16 65 49
16 66 66
16 150 79
16 152 100
16 158 10
16 165 30
16 175 54
16 262 84
16 268 48
16 285 8
16 358 74
16 514 23
16 618 6
16 658 77
16 681 54
16 684 25
16 698 31
16 804 67
16 811 1
16 822 45
16 965 71
17 29 86
17 34 17
17 69 99
17 107 56
17 156 34
17 163 58
17 221 77
17 270 79
17 328 67
17 363 58
17 371 12
17 379 79
17 607 15
17 672 20
17 739 38
17 748 34
17 817 92
17 836 21
17 902 63
17 950 34
18 27 98
18 134 32
18 159 89
18 207 90
18 218 74
18 241 78
18 249 5
18 289 59
18 295 1
18 305 55
18 373 61
18 385 16
18 521 48
18 606 81
18 617 31
18 632 56
18 785 47
18 833 8
18 879 39
18 893 1
18 951 27
18 972 36
19 55 58
19 87 14
19 115 15
19 143 94
19 152 61
19 276 55
19 306 19
19 346 58
19 391 86
19 442 30
19 503 16
19 540 64
19 541 3
19 633 18
19 699 44
19 804 20
19 806 68
19 882 48
20 55 70
20 68 96
20 87 4
20 102 74
20 199 4
20 211 49
20 275 86
20 330 59
20 349 60
20 351 7
20 423 31
20 453 25
20 547 33
20 574 74
20 577 4
20 594 98
20 608 21
20 636 51
20 644 32
20 787 81
20 845 4
20 916 1
20 998 21
21 48 34
21 52 59
21 99 4
21 136 77
21 162 51
21 276 35
21 485 81
21 549 80
21 564 33
21 628 75
21 633 50
21 666 43
21 821 50
21 849 72
21 910 11
21 973 80
21 983 84
21 999 71
22 112 41
22 133 24
22 179 51
22 181 72
22 190 30
22 202 19
22 252 47
22 291 100
22 330 31
22 334 22
22 338 77
22 351 25
22 373 45
22 417 59
22 529 97
22 556 72
22 742 65
22 773 61
22 775 99
22 883 52
22 935 41
22 938 4
22 941 52
23 33 2
23 65 6
23 100 81
23 105 19
23 231 75
23 234 50
23 259 14
23 341 21
23 382 26
23 453 13
23 493 84
23 613 89
23 629 18
23 664 9
23 735 51
23 736 25
23 738 96
23 750 58
23 808 12
23 869 91
23 903 67
24 43 11
24 148 94
24 159 54
24 215 66
24 272 61
24 278 43
24 474 4
24 514 53
24 537 8
24 619 42
24 675 11
24 763 1
24 776 100
24 791 28
24 842 72
24 927 88
25 108 15
25 109 26
25 177 42
25 277 18
25 291 49
25 305 43
25 401 16
25 432 75
25 465 46
25 468 74
25 472 21
25 487 12
25 597 40
25 619 55
25 722 6
25 740 30
25 946 54
25 953 90
25 965 67
25 978 57
25 987 5
26 39 61
26 55 99
26 63 93
26 71 21
26 73 17
26 108 81
26 117 68
26 135 53
26 143 40
26 149 99
26 153 2
26 199 12
26 227 17
26 313 92
26 380 72
26 400 29
26 403 72
26 473 62
26 529 46
26 539 21
26 760 41
26 864 59
26 917 54
26 990 28
27 147 51
27 193 12
27 341 64
27 364 95
27 519 34
27 528 28
27 542 28
27 694 96
27 751 32
27 786 43
27 830 17
27 957 7
28 115 16
28 122 25
28 127 2
28 151 98
28 166 62
28 217 4
28 248 25
28 255 9
28 257 37
28 346 82
28 356 16
28 389 11
28 558 17
28 566 6
28 568 74
28 580 82
28 586 21
28 657 92
28 667 70
28 786 66
28 982 28
29 37 37
29 51 29
29 139 26
29 155 85
29 293 68
29 331 50
29 338 77
29 340 47
29 400 77
29 450 67
29 462 68
29 484 21
29 505 85
29 531 92
29 614 11
29 674 59
29 724 12
29 798 45
29 872 19
29 898 19
29 907 35
30 183 26
30 194 68
30 212 90
30 218 19
30 242 15
30 286 26
30 364 19
30 439 29
30 507 30
30 511 35
30 525 28
30 603 41
30 618 55
30 639 41
30 686 97
30 709 36
30 772 84
30 841 49
30 893 66
31 49 12
31 88 53
31 114 65
31 124 77
31 170 38
31 261 76
31 390 46
31 435 11
31 468 16
31 507 93
31 511 11
31 597 48
31 828 38
31 874 100
32 40 48
32 203 16
32 376 94
32 385 80
32 489 30
32 536 65
32 570 80
32 572 2
32 592 26
32 701 90
32 752 59
32 773 34
32 774 1
32 892 90
33 194 71
33 224 18
33 228 47
33 318 39
33 324 44
33 336 39
33 368 37
33 490 22
33 496 20
33 552 97
33 600 48
33 754 89
33 830 60
34 70 88
34 143 36
34 163 36
34 243 13
34 249 85
34 269 90
34 340 85
34 365 35
34 431 68
34 441 20
34 465 16
34 485 46
34 536 77
34 547 62
34 549 26
34 590 20
34 667 32
34 850 4
34 937 99
35 135 99
35 214 40
35 234 5
35 243 4
35 309 80
35 351 66
35 373 92
35 456 8
35 584 25
35 730 66
35 821 22
35 860 55
35 949 7
36 43 51
36 83 4
36 169 33
36 214 33
36 246 42
36 270 55
36 318 78
36 327 18
36 412 1
36 479 90
36 581 66
36 595 48
36 638 23
36 646 80
36 650 18
36 697 17
36 720 49
36 785 63
36 809 30
36 898 40
36 951 9
36 986 4
36 989 58
37 40 62
37 73 53
37 85 67
37 235 22
37 349 58
37 354 97
37 395 56
37 422 31
37 428 95
37 525 56
37 533 22
37 654 13
37 658 94
37 669 28
37 683 33
37 733 45
37 862 92
37 881 99
37 928 53
37 951 57
37 959 71
38 72 4
38 78 40
38 99 15
38 154 100
38 157 67
38 169 36
38 196 22
38 298 44
38 304 53
38 358 87
38 388 20
38 484 51
38 584 11
38 617 24
38 624 70
38 675 6
38 794 44
38 958 12
39 62 32
39 297 93
39 373 17
39 447 100
39 480 72
39 481 40
39 523 71
39 613 37
39 678 92
39 740 58
39 841 34
39 890 29
39 903 78
39 959 11
39 960 84
40 71 77
40 171 90
40 192 92
40 208 35
40 260 12
40 295 5
40 489 27
40 544 92
40 763 91
40 783 23
40 797 65
40 803 91
40 844 85
40 880 14
40 889 42
40 902 28
40 969 80
40 983 85
41 102 38
41 115 71
41 130 62
41 277 82
41 335 66
41 350 3
41 461 33
41 552 33
41 647 55
41 664 60
41 767 48
41 802 78
41 810 63
41 813 11
41 874 20
41 877 51
41 980 78
42 185 42
42 210 37
42 212 21
42 222 100
42 307 13
42 441 60
42 560 57
42 573 91
42 616 53
42 687 49
42 765 15
42 985 45
43 44 19
43 70 51
43 73 2
43 235 96
43 285 22
43 370 32
43 444 2
43 530 46
43 533 62
43 535 58
43 569 11
43 618 29
43 676 6
43 739 74
43 751 38
43 752 70
43 754 97
43 774 4
43 824 22
43 838 76
43 863 19
43 887 1
43 889 90
43 980 63
